DISTRICTNAME,UNITNAME,Year,TotalAccidents
Ramanagara,Channapatna Traffic PS,2022,152
Ramanagara,Channapatna Traffic PS,2023,235
Ramanagara,Harohalli PS,2016,126
Ramanagara,Harohalli PS,2017,97
Ramanagara,Harohalli PS,2018,102
Ramanagara,Harohalli PS,2019,89
Ramanagara,Harohalli PS,2020,68
Ramanagara,Harohalli PS,2021,54
Ramanagara,Harohalli PS,2022,83
Ramanagara,Harohalli PS,2023,91
Ramanagara,Kaggalipura PS,2016,85
Ramanagara,Kaggalipura PS,2017,93
Ramanagara,Kaggalipura PS,2018,97
Ramanagara,Kaggalipura PS,2019,73
Ramanagara,Kaggalipura PS,2020,50
Ramanagara,Kaggalipura PS,2021,52
Ramanagara,Kaggalipura PS,2022,61
Ramanagara,Kaggalipura PS,2023,56
Ramanagara,Kanakapura Rural PS,2016,37
Ramanagara,Kanakapura Rural PS,2017,18
Ramanagara,Kanakapura Rural PS,2018,36
Ramanagara,Kanakapura Rural PS,2019,21
Ramanagara,Kanakapura Rural PS,2020,31
Ramanagara,Kanakapura Rural PS,2021,24
Ramanagara,Kanakapura Rural PS,2022,38
Ramanagara,Kanakapura Rural PS,2023,25
Ramanagara,Kanakapura Traffic PS,2016,58
Ramanagara,Kanakapura Traffic PS,2017,49
Ramanagara,Kanakapura Traffic PS,2018,57
Ramanagara,Kanakapura Traffic PS,2019,52
Ramanagara,Kanakapura Traffic PS,2020,42
Ramanagara,Kanakapura Traffic PS,2021,36
Ramanagara,Kanakapura Traffic PS,2022,44
Ramanagara,Kanakapura Traffic PS,2023,55
Ramanagara,Kodihalli PS,2016,10
Ramanagara,Kodihalli PS,2017,20
Ramanagara,Kodihalli PS,2018,26
Ramanagara,Kodihalli PS,2019,19
Ramanagara,Kodihalli PS,2020,22
Ramanagara,Kodihalli PS,2021,29
Ramanagara,Kodihalli PS,2022,29
Ramanagara,Kodihalli PS,2023,32
Ramanagara,Kudur PS,2016,127
Ramanagara,Kudur PS,2017,156
Ramanagara,Kudur PS,2018,152
Ramanagara,Kudur PS,2019,156
Ramanagara,Kudur PS,2020,127
Ramanagara,Kudur PS,2021,125
Ramanagara,Kudur PS,2022,150
Ramanagara,Kudur PS,2023,144
Ramanagara,Kumbalagudu PS,2016,145
Ramanagara,Kumbalagudu PS,2017,94
Ramanagara,Kumbalagudu PS,2018,92
Ramanagara,Kumbalagudu PS,2019,92
Ramanagara,Kumbalagudu PS,2020,57
Ramanagara,Kumbalagudu PS,2021,51
Ramanagara,Kumbalagudu PS,2022,70
Ramanagara,Kumbalagudu PS,2023,129
Ramanagara,M.K. Doddi PS,2016,9
Ramanagara,M.K. Doddi PS,2017,16
Ramanagara,M.K. Doddi PS,2018,12
Ramanagara,M.K. Doddi PS,2019,15
Ramanagara,M.K. Doddi PS,2020,21
Ramanagara,M.K. Doddi PS,2021,10
Ramanagara,M.K. Doddi PS,2022,15
Ramanagara,M.K. Doddi PS,2023,7
Ramanagara,Magadi PS,2016,68
Ramanagara,Magadi PS,2017,67
Ramanagara,Magadi PS,2018,70
Ramanagara,Magadi PS,2019,85
Ramanagara,Magadi PS,2020,66
Ramanagara,Magadi PS,2021,60
Ramanagara,Magadi PS,2022,60
Ramanagara,Magadi PS,2023,62
Ramanagara,Ramanagara Rural PS,2016,45
Ramanagara,Ramanagara Rural PS,2017,56
Ramanagara,Ramanagara Rural PS,2018,68
Ramanagara,Ramanagara Rural PS,2019,69
Ramanagara,Ramanagara Rural PS,2020,77
Ramanagara,Ramanagara Rural PS,2021,66
Ramanagara,Ramanagara Rural PS,2022,96
Ramanagara,Ramanagara Rural PS,2023,91
Ramanagara,Ramanagara Traffic PS,2016,172
Ramanagara,Ramanagara Traffic PS,2017,183
Ramanagara,Ramanagara Traffic PS,2018,196
Ramanagara,Ramanagara Traffic PS,2019,216
Ramanagara,Ramanagara Traffic PS,2020,142
Ramanagara,Ramanagara Traffic PS,2021,117
Ramanagara,Ramanagara Traffic PS,2022,139
Ramanagara,Ramanagara Traffic PS,2023,170
Ramanagara,Sathanoor PS,2016,58
Ramanagara,Sathanoor PS,2017,62
Ramanagara,Sathanoor PS,2018,50
Ramanagara,Sathanoor PS,2019,58
Ramanagara,Sathanoor PS,2020,48
Ramanagara,Sathanoor PS,2021,44
Ramanagara,Sathanoor PS,2022,44
Ramanagara,Sathanoor PS,2023,40
Ramanagara,Tavarekere PS,2016,119
Ramanagara,Tavarekere PS,2017,91
Ramanagara,Tavarekere PS,2018,115
Ramanagara,Tavarekere PS,2019,146
Ramanagara,Tavarekere PS,2020,93
Ramanagara,Tavarekere PS,2021,56
Ramanagara,Tavarekere PS,2022,93
Ramanagara,Tavarekere PS,2023,97
Shivamogga,Agumbe PS,2016,30
Shivamogga,Agumbe PS,2017,16
Shivamogga,Agumbe PS,2018,23
Shivamogga,Agumbe PS,2019,28
Shivamogga,Agumbe PS,2020,16
Shivamogga,Agumbe PS,2021,26
Shivamogga,Agumbe PS,2022,29
Shivamogga,Agumbe PS,2023,17
Shivamogga,Anandapura PS,2023,38
Shivamogga,Anavatti PS,2016,29
Shivamogga,Anavatti PS,2017,41
Shivamogga,Anavatti PS,2018,48
Shivamogga,Anavatti PS,2019,53
Shivamogga,Anavatti PS,2020,40
Shivamogga,Anavatti PS,2021,33
Shivamogga,Anavatti PS,2022,48
Shivamogga,Anavatti PS,2023,43
Shivamogga,Bhadravathi Old Town PS,2022,1
Shivamogga,Bhadravathi Rural PS,2016,50
Shivamogga,Bhadravathi Rural PS,2017,49
Shivamogga,Bhadravathi Rural PS,2018,27
Shivamogga,Bhadravathi Rural PS,2019,33
Shivamogga,Bhadravathi Rural PS,2020,35
Shivamogga,Bhadravathi Rural PS,2021,48
Shivamogga,Bhadravathi Rural PS,2022,46
Shivamogga,Bhadravathi Rural PS,2023,57
Shivamogga,Bhadravathi Traffic PS,2016,121
Shivamogga,Bhadravathi Traffic PS,2017,122
Shivamogga,Bhadravathi Traffic PS,2018,114
Shivamogga,Bhadravathi Traffic PS,2019,96
Shivamogga,Bhadravathi Traffic PS,2020,62
Shivamogga,Bhadravathi Traffic PS,2021,62
Shivamogga,Bhadravathi Traffic PS,2022,72
Shivamogga,Bhadravathi Traffic PS,2023,91
Shivamogga,Holehonnur PS,2016,67
Shivamogga,Holehonnur PS,2017,67
Shivamogga,Holehonnur PS,2018,57
Shivamogga,Holehonnur PS,2019,51
Shivamogga,Holehonnur PS,2020,59
Shivamogga,Holehonnur PS,2021,65
Shivamogga,Holehonnur PS,2022,54
Shivamogga,Holehonnur PS,2023,67
Shivamogga,Hosanagara PS,2016,52
Shivamogga,Hosanagara PS,2017,30
Shivamogga,Hosanagara PS,2018,39
Shivamogga,Hosanagara PS,2019,32
Shivamogga,Hosanagara PS,2020,22
Shivamogga,Hosanagara PS,2021,28
Shivamogga,Hosanagara PS,2022,30
Shivamogga,Hosanagara PS,2023,22
Shivamogga,Jog PS,2016,2
Shivamogga,Jog PS,2017,1
Shivamogga,Jog PS,2018,1
Shivamogga,Jog PS,2019,2
Shivamogga,Jog PS,2020,1
Shivamogga,Jog PS,2021,1
Shivamogga,Jog PS,2022,1
Shivamogga,Kargal PS,2016,22
Shivamogga,Kargal PS,2017,16
Shivamogga,Kargal PS,2018,30
Shivamogga,Kargal PS,2019,14
Shivamogga,Kargal PS,2020,17
Shivamogga,Kargal PS,2021,15
Shivamogga,Kargal PS,2022,24
Shivamogga,Kargal PS,2023,21
Shivamogga,Kumsi PS,2016,104
Shivamogga,Kumsi PS,2017,91
Shivamogga,Kumsi PS,2018,86
Shivamogga,Kumsi PS,2019,89
Shivamogga,Kumsi PS,2020,79
Shivamogga,Kumsi PS,2021,76
Shivamogga,Kumsi PS,2022,76
Shivamogga,Kumsi PS,2023,55
Shivamogga,Malur PS,2016,47
Shivamogga,Malur PS,2017,42
Shivamogga,Malur PS,2018,48
Shivamogga,Malur PS,2019,48
Shivamogga,Malur PS,2020,42
Shivamogga,Malur PS,2021,35
Shivamogga,Malur PS,2022,37
Shivamogga,Malur PS,2023,30
Shivamogga,Nagara PS,2016,40
Shivamogga,Nagara PS,2017,35
Shivamogga,Nagara PS,2018,41
Shivamogga,Nagara PS,2019,34
Shivamogga,Nagara PS,2020,22
Shivamogga,Nagara PS,2021,28
Shivamogga,Nagara PS,2022,34
Shivamogga,Nagara PS,2023,25
Shivamogga,Paper Town PS,2016,57
Shivamogga,Paper Town PS,2017,43
Shivamogga,Paper Town PS,2018,49
Shivamogga,Paper Town PS,2019,48
Shivamogga,Paper Town PS,2020,29
Shivamogga,Paper Town PS,2021,30
Shivamogga,Paper Town PS,2022,25
Shivamogga,Paper Town PS,2023,26
Shivamogga,Ripponpet PS,2016,56
Shivamogga,Ripponpet PS,2017,48
Shivamogga,Ripponpet PS,2018,49
Shivamogga,Ripponpet PS,2019,52
Shivamogga,Ripponpet PS,2020,39
Shivamogga,Ripponpet PS,2021,33
Shivamogga,Ripponpet PS,2022,49
Shivamogga,Ripponpet PS,2023,41
Shivamogga,Sagar Rural PS,2016,126
Shivamogga,Sagar Rural PS,2017,148
Shivamogga,Sagar Rural PS,2018,120
Shivamogga,Sagar Rural PS,2019,116
Shivamogga,Sagar Rural PS,2020,114
Shivamogga,Sagar Rural PS,2021,76
Shivamogga,Sagar Rural PS,2022,104
Shivamogga,Sagar Rural PS,2023,67
Shivamogga,Sagar Town PS,2016,108
Shivamogga,Sagar Town PS,2017,84
Shivamogga,Sagar Town PS,2018,71
Shivamogga,Sagar Town PS,2019,72
Shivamogga,Sagar Town PS,2020,53
Shivamogga,Sagar Town PS,2021,71
Shivamogga,Sagar Town PS,2022,69
Shivamogga,Sagar Town PS,2023,50
Shivamogga,Shikaripura Rural PS,2016,71
Shivamogga,Shikaripura Rural PS,2017,74
Shivamogga,Shikaripura Rural PS,2018,80
Shivamogga,Shikaripura Rural PS,2019,85
Shivamogga,Shikaripura Rural PS,2020,78
Shivamogga,Shikaripura Rural PS,2021,72
Shivamogga,Shikaripura Rural PS,2022,66
Shivamogga,Shikaripura Rural PS,2023,77
Shivamogga,Shikaripura Town PS,2016,35
Shivamogga,Shikaripura Town PS,2017,30
Shivamogga,Shikaripura Town PS,2018,37
Shivamogga,Shikaripura Town PS,2019,33
Shivamogga,Shikaripura Town PS,2020,27
Shivamogga,Shikaripura Town PS,2021,29
Shivamogga,Shikaripura Town PS,2022,35
Shivamogga,Shikaripura Town PS,2023,28
Shivamogga,Shiralakoppa PS,2016,38
Shivamogga,Shiralakoppa PS,2017,29
Shivamogga,Shiralakoppa PS,2018,39
Shivamogga,Shiralakoppa PS,2019,53
Shivamogga,Shiralakoppa PS,2020,45
Shivamogga,Shiralakoppa PS,2021,46
Shivamogga,Shiralakoppa PS,2022,50
Shivamogga,Shiralakoppa PS,2023,35
Shivamogga,Shivamogga East Traffic PS,2016,185
Shivamogga,Shivamogga East Traffic PS,2017,174
Shivamogga,Shivamogga East Traffic PS,2018,156
Shivamogga,Shivamogga East Traffic PS,2019,143
Shivamogga,Shivamogga East Traffic PS,2020,88
Shivamogga,Shivamogga East Traffic PS,2021,79
Shivamogga,Shivamogga East Traffic PS,2022,108
Shivamogga,Shivamogga East Traffic PS,2023,138
Shivamogga,Shivamogga Rural PS,2016,97
Shivamogga,Shivamogga Rural PS,2017,64
Shivamogga,Shivamogga Rural PS,2018,73
Shivamogga,Shivamogga Rural PS,2019,70
Shivamogga,Shivamogga Rural PS,2020,71
Shivamogga,Shivamogga Rural PS,2021,87
Shivamogga,Shivamogga Rural PS,2022,75
Shivamogga,Shivamogga Rural PS,2023,64
Shivamogga,Shivamogga West Traffic PS,2016,233
Shivamogga,Shivamogga West Traffic PS,2017,168
Shivamogga,Shivamogga West Traffic PS,2018,134
Shivamogga,Shivamogga West Traffic PS,2019,141
Shivamogga,Shivamogga West Traffic PS,2020,108
Shivamogga,Shivamogga West Traffic PS,2021,134
Shivamogga,Shivamogga West Traffic PS,2022,142
Shivamogga,Shivamogga West Traffic PS,2023,185
Shivamogga,Soraba PS,2016,66
Shivamogga,Soraba PS,2017,55
Shivamogga,Soraba PS,2018,55
Shivamogga,Soraba PS,2019,51
Shivamogga,Soraba PS,2020,43
Shivamogga,Soraba PS,2021,39
Shivamogga,Soraba PS,2022,49
Shivamogga,Soraba PS,2023,61
Shivamogga,Thirthahalli PS,2016,85
Shivamogga,Thirthahalli PS,2017,84
Shivamogga,Thirthahalli PS,2018,70
Shivamogga,Thirthahalli PS,2019,69
Shivamogga,Thirthahalli PS,2020,42
Shivamogga,Thirthahalli PS,2021,54
Shivamogga,Thirthahalli PS,2022,45
Shivamogga,Thirthahalli PS,2023,56
Shivamogga,Tunga Nagar PS,2016,72
Shivamogga,Tunga Nagar PS,2017,64
Shivamogga,Tunga Nagar PS,2018,72
Shivamogga,Tunga Nagar PS,2019,92
Shivamogga,Tunga Nagar PS,2020,86
Shivamogga,Tunga Nagar PS,2021,72
Shivamogga,Tunga Nagar PS,2022,72
Shivamogga,Tunga Nagar PS,2023,78
Shivamogga,Vinobanagara PS,2018,6
Shivamogga,Vinobanagara PS,2019,4
Shivamogga,Vinobanagara PS,2020,3
Shivamogga,Vinobanagara PS,2021,2
Shivamogga,Vinobanagara PS,2022,5
Shivamogga,Vinobanagara PS,2023,1
Tumakuru,Amruthur PS,2016,59
Tumakuru,Amruthur PS,2017,76
Tumakuru,Amruthur PS,2018,67
Tumakuru,Amruthur PS,2019,78
Tumakuru,Amruthur PS,2020,80
Tumakuru,Amruthur PS,2021,61
Tumakuru,Amruthur PS,2022,64
Tumakuru,Amruthur PS,2023,75
Tumakuru,Arasikere PS,2016,8
Tumakuru,Arasikere PS,2017,9
Tumakuru,Arasikere PS,2018,11
Tumakuru,Arasikere PS,2019,8
Tumakuru,Arasikere PS,2020,10
Tumakuru,Arasikere PS,2021,19
Tumakuru,Arasikere PS,2022,10
Tumakuru,Arasikere PS,2023,14
Tumakuru,Badavanahalli PS,2016,33
Tumakuru,Badavanahalli PS,2017,25
Tumakuru,Badavanahalli PS,2018,32
Tumakuru,Badavanahalli PS,2019,32
Tumakuru,Badavanahalli PS,2020,28
Tumakuru,Badavanahalli PS,2021,38
Tumakuru,Badavanahalli PS,2022,25
Tumakuru,Badavanahalli PS,2023,39
Tumakuru,Bellavi PS,2016,18
Tumakuru,Bellavi PS,2017,16
Tumakuru,Bellavi PS,2018,18
Tumakuru,Bellavi PS,2019,14
Tumakuru,Bellavi PS,2020,16
Tumakuru,Bellavi PS,2021,10
Tumakuru,Bellavi PS,2022,18
Tumakuru,Bellavi PS,2023,18
Tumakuru,Chandrashekarpura PS,2016,15
Tumakuru,Chandrashekarpura PS,2017,16
Tumakuru,Chandrashekarpura PS,2018,21
Tumakuru,Chandrashekarpura PS,2019,20
Tumakuru,Chandrashekarpura PS,2020,25
Tumakuru,Chandrashekarpura PS,2021,13
Tumakuru,Chandrashekarpura PS,2022,16
Tumakuru,Chandrashekarpura PS,2023,15
Tumakuru,Chelur PS,2016,42
Tumakuru,Chelur PS,2017,37
Tumakuru,Chelur PS,2018,43
Tumakuru,Chelur PS,2019,50
Tumakuru,Chelur PS,2020,40
Tumakuru,Chelur PS,2021,48
Tumakuru,Chelur PS,2022,54
Tumakuru,Chelur PS,2023,46
Tumakuru,Chikkanayakanahalli PS,2016,44
Tumakuru,Chikkanayakanahalli PS,2017,45
Tumakuru,Chikkanayakanahalli PS,2018,55
Tumakuru,Chikkanayakanahalli PS,2019,47
Tumakuru,Chikkanayakanahalli PS,2020,26
Tumakuru,Chikkanayakanahalli PS,2021,39
Tumakuru,Chikkanayakanahalli PS,2022,49
Tumakuru,Chikkanayakanahalli PS,2023,66
Tumakuru,Dandina Shivara PS,2016,10
Tumakuru,Dandina Shivara PS,2017,13
Tumakuru,Dandina Shivara PS,2018,14
Tumakuru,Dandina Shivara PS,2019,12
Tumakuru,Dandina Shivara PS,2020,12
Tumakuru,Dandina Shivara PS,2021,9
Tumakuru,Dandina Shivara PS,2022,14
Tumakuru,Dandina Shivara PS,2023,10
Tumakuru,Gubbi PS,2016,126
Tumakuru,Gubbi PS,2017,127
Tumakuru,Gubbi PS,2018,118
Tumakuru,Gubbi PS,2019,112
Tumakuru,Gubbi PS,2020,118
Tumakuru,Gubbi PS,2021,107
Tumakuru,Gubbi PS,2022,103
Tumakuru,Gubbi PS,2023,100
Tumakuru,Handanakere PS,2016,14
Tumakuru,Handanakere PS,2017,15
Tumakuru,Handanakere PS,2018,26
Tumakuru,Handanakere PS,2019,20
Tumakuru,Handanakere PS,2020,30
Tumakuru,Handanakere PS,2021,25
Tumakuru,Handanakere PS,2022,20
Tumakuru,Handanakere PS,2023,23
Tumakuru,Hebbur PS,2016,40
Tumakuru,Hebbur PS,2017,78
Tumakuru,Hebbur PS,2018,72
Tumakuru,Hebbur PS,2019,87
Tumakuru,Hebbur PS,2020,89
Tumakuru,Hebbur PS,2021,69
Tumakuru,Hebbur PS,2022,88
Tumakuru,Hebbur PS,2023,104
Tumakuru,Honnavalli PS,2016,36
Tumakuru,Honnavalli PS,2017,31
Tumakuru,Honnavalli PS,2018,20
Tumakuru,Honnavalli PS,2019,36
Tumakuru,Honnavalli PS,2020,27
Tumakuru,Honnavalli PS,2021,31
Tumakuru,Honnavalli PS,2022,34
Tumakuru,Honnavalli PS,2023,24
Tumakuru,Huliyar PS,2016,24
Tumakuru,Huliyar PS,2017,22
Tumakuru,Huliyar PS,2018,26
Tumakuru,Huliyar PS,2019,24
Tumakuru,Huliyar PS,2020,48
Tumakuru,Huliyar PS,2021,34
Tumakuru,Huliyar PS,2022,41
Tumakuru,Huliyar PS,2023,75
Tumakuru,Huliyurdurga PS,2016,49
Tumakuru,Huliyurdurga PS,2017,57
Tumakuru,Huliyurdurga PS,2018,53
Tumakuru,Huliyurdurga PS,2019,78
Tumakuru,Huliyurdurga PS,2020,68
Tumakuru,Huliyurdurga PS,2021,57
Tumakuru,Huliyurdurga PS,2022,46
Tumakuru,Huliyurdurga PS,2023,75
Tumakuru,Jayanagara PS,2016,1
Tumakuru,Jayanagara PS,2017,1
Tumakuru,Jayanagara PS,2018,1
Tumakuru,Jayanagara PS,2021,2
Tumakuru,Jayanagara PS,2022,3
Tumakuru,Jayanagara PS,2023,4
Tumakuru,Kallambella PS,2016,91
Tumakuru,Kallambella PS,2017,106
Tumakuru,Kallambella PS,2018,127
Tumakuru,Kallambella PS,2019,121
Tumakuru,Kallambella PS,2020,96
Tumakuru,Kallambella PS,2021,90
Tumakuru,Kallambella PS,2022,100
Tumakuru,Kallambella PS,2023,133
Tumakuru,Kibbanhalli PS,2016,49
Tumakuru,Kibbanhalli PS,2017,37
Tumakuru,Kibbanhalli PS,2018,44
Tumakuru,Kibbanhalli PS,2019,39
Tumakuru,Kibbanhalli PS,2020,36
Tumakuru,Kibbanhalli PS,2021,36
Tumakuru,Kibbanhalli PS,2022,32
Tumakuru,Kibbanhalli PS,2023,36
Tumakuru,Kodigenahalli PS,2016,12
Tumakuru,Kodigenahalli PS,2017,17
Tumakuru,Kodigenahalli PS,2018,18
Tumakuru,Kodigenahalli PS,2019,33
Tumakuru,Kodigenahalli PS,2020,35
Tumakuru,Kodigenahalli PS,2021,14
Tumakuru,Kodigenahalli PS,2022,31
Tumakuru,Kodigenahalli PS,2023,34
Tumakuru,Kolala PS,2016,22
Tumakuru,Kolala PS,2017,21
Tumakuru,Kolala PS,2018,29
Tumakuru,Kolala PS,2019,22
Tumakuru,Kolala PS,2020,28
Tumakuru,Kolala PS,2021,17
Tumakuru,Kolala PS,2022,28
Tumakuru,Kolala PS,2023,14
Tumakuru,Kora PS,2016,69
Tumakuru,Kora PS,2017,83
Tumakuru,Kora PS,2018,94
Tumakuru,Kora PS,2019,91
Tumakuru,Kora PS,2020,83
Tumakuru,Kora PS,2021,92
Tumakuru,Kora PS,2022,96
Tumakuru,Kora PS,2023,78
Tumakuru,Koratagere PS,2016,55
Tumakuru,Koratagere PS,2017,59
Tumakuru,Koratagere PS,2018,82
Tumakuru,Koratagere PS,2019,92
Tumakuru,Koratagere PS,2020,90
Tumakuru,Koratagere PS,2021,83
Tumakuru,Koratagere PS,2022,95
Tumakuru,Koratagere PS,2023,108
Tumakuru,Kunigal PS,2016,182
Tumakuru,Kunigal PS,2017,199
Tumakuru,Kunigal PS,2018,184
Tumakuru,Kunigal PS,2019,164
Tumakuru,Kunigal PS,2020,131
Tumakuru,Kunigal PS,2021,147
Tumakuru,Kunigal PS,2022,176
Tumakuru,Kunigal PS,2023,171
Tumakuru,Kyathasandra PS,2016,64
Tumakuru,Kyathasandra PS,2017,80
Tumakuru,Kyathasandra PS,2018,97
Tumakuru,Kyathasandra PS,2019,89
Tumakuru,Kyathasandra PS,2020,79
Tumakuru,Kyathasandra PS,2021,113
Tumakuru,Kyathasandra PS,2022,101
Tumakuru,Kyathasandra PS,2023,114
Tumakuru,Madhugiri PS,2016,34
Tumakuru,Madhugiri PS,2017,58
Tumakuru,Madhugiri PS,2018,56
Tumakuru,Madhugiri PS,2019,76
Tumakuru,Madhugiri PS,2020,41
Tumakuru,Madhugiri PS,2021,38
Tumakuru,Madhugiri PS,2022,46
Tumakuru,Madhugiri PS,2023,64
Tumakuru,Medigeshi PS,2016,15
Tumakuru,Medigeshi PS,2017,23
Tumakuru,Medigeshi PS,2018,45
Tumakuru,Medigeshi PS,2019,51
Tumakuru,Medigeshi PS,2020,52
Tumakuru,Medigeshi PS,2021,52
Tumakuru,Medigeshi PS,2022,44
Tumakuru,Medigeshi PS,2023,51
Tumakuru,Nonavinakere PS,2016,15
Tumakuru,Nonavinakere PS,2017,18
Tumakuru,Nonavinakere PS,2018,18
Tumakuru,Nonavinakere PS,2019,23
Tumakuru,Nonavinakere PS,2020,28
Tumakuru,Nonavinakere PS,2021,22
Tumakuru,Nonavinakere PS,2022,29
Tumakuru,Nonavinakere PS,2023,16
Tumakuru,Patanayakanahalli PS,2016,44
Tumakuru,Patanayakanahalli PS,2017,32
Tumakuru,Patanayakanahalli PS,2018,36
Tumakuru,Patanayakanahalli PS,2019,29
Tumakuru,Patanayakanahalli PS,2020,48
Tumakuru,Patanayakanahalli PS,2021,40
Tumakuru,Patanayakanahalli PS,2022,38
Tumakuru,Patanayakanahalli PS,2023,35
Tumakuru,Pavagada PS,2016,25
Tumakuru,Pavagada PS,2017,29
Tumakuru,Pavagada PS,2018,42
Tumakuru,Pavagada PS,2019,49
Tumakuru,Pavagada PS,2020,51
Tumakuru,Pavagada PS,2021,44
Tumakuru,Pavagada PS,2022,39
Tumakuru,Pavagada PS,2023,24
Tumakuru,Sira PS,2016,137
Tumakuru,Sira PS,2017,125
Tumakuru,Sira PS,2018,170
Tumakuru,Sira PS,2019,203
Tumakuru,Sira PS,2020,148
Tumakuru,Sira PS,2021,108
Tumakuru,Sira PS,2022,107
Tumakuru,Sira PS,2023,139
Tumakuru,Tavarekere PS,2016,47
Tumakuru,Tavarekere PS,2017,52
Tumakuru,Tavarekere PS,2018,53
Tumakuru,Tavarekere PS,2019,57
Tumakuru,Tavarekere PS,2020,49
Tumakuru,Tavarekere PS,2021,31
Tumakuru,Tavarekere PS,2022,55
Tumakuru,Tavarekere PS,2023,51
Tumakuru,Thirumani PS,2016,9
Tumakuru,Thirumani PS,2017,5
Tumakuru,Thirumani PS,2018,7
Tumakuru,Thirumani PS,2019,9
Tumakuru,Thirumani PS,2020,15
Tumakuru,Thirumani PS,2021,8
Tumakuru,Thirumani PS,2022,5
Tumakuru,Thirumani PS,2023,9
Tumakuru,Tiptur Rural PS,2016,45
Tumakuru,Tiptur Rural PS,2017,42
Tumakuru,Tiptur Rural PS,2018,30
Tumakuru,Tiptur Rural PS,2019,60
Tumakuru,Tiptur Rural PS,2020,40
Tumakuru,Tiptur Rural PS,2021,48
Tumakuru,Tiptur Rural PS,2022,38
Tumakuru,Tiptur Rural PS,2023,37
Tumakuru,Tiptur Town PS,2016,57
Tumakuru,Tiptur Town PS,2017,35
Tumakuru,Tiptur Town PS,2018,38
Tumakuru,Tiptur Town PS,2019,51
Tumakuru,Tiptur Town PS,2020,27
Tumakuru,Tiptur Town PS,2021,39
Tumakuru,Tiptur Town PS,2022,50
Tumakuru,Tiptur Town PS,2023,41
Tumakuru,Tumakuru Rural PS,2016,64
Tumakuru,Tumakuru Rural PS,2017,91
Tumakuru,Tumakuru Rural PS,2018,117
Tumakuru,Tumakuru Rural PS,2019,114
Tumakuru,Tumakuru Rural PS,2020,101
Tumakuru,Tumakuru Rural PS,2021,101
Tumakuru,Tumakuru Rural PS,2022,111
Tumakuru,Tumakuru Rural PS,2023,145
Tumakuru,Tumakuru Traffic PS,2016,228
Tumakuru,Tumakuru Traffic PS,2017,216
Tumakuru,Tumakuru Traffic PS,2018,189
Tumakuru,Tumakuru Traffic PS,2019,218
Tumakuru,Tumakuru Traffic PS,2020,196
Tumakuru,Tumakuru Traffic PS,2021,202
Tumakuru,Tumakuru Traffic PS,2022,237
Tumakuru,Tumakuru Traffic PS,2023,349
Tumakuru,Turuvekere PS,2016,29
Tumakuru,Turuvekere PS,2017,45
Tumakuru,Turuvekere PS,2018,79
Tumakuru,Turuvekere PS,2019,48
Tumakuru,Turuvekere PS,2020,62
Tumakuru,Turuvekere PS,2021,58
Tumakuru,Turuvekere PS,2022,66
Tumakuru,Turuvekere PS,2023,61
Tumakuru,Y.N. Hosakote PS,2016,9
Tumakuru,Y.N. Hosakote PS,2017,8
Tumakuru,Y.N. Hosakote PS,2018,7
Tumakuru,Y.N. Hosakote PS,2019,9
Tumakuru,Y.N. Hosakote PS,2020,14
Tumakuru,Y.N. Hosakote PS,2021,9
Tumakuru,Y.N. Hosakote PS,2022,20
Tumakuru,Y.N. Hosakote PS,2023,15
Udupi,Ajekar PS,2016,9
Udupi,Ajekar PS,2017,12
Udupi,Ajekar PS,2018,14
Udupi,Ajekar PS,2019,6
Udupi,Ajekar PS,2020,11
Udupi,Ajekar PS,2021,7
Udupi,Ajekar PS,2022,11
Udupi,Ajekar PS,2023,15
Udupi,Amasebailu PS,2016,14
Udupi,Amasebailu PS,2017,9
Udupi,Amasebailu PS,2018,11
Udupi,Amasebailu PS,2019,14
Udupi,Amasebailu PS,2020,5
Udupi,Amasebailu PS,2021,4
Udupi,Amasebailu PS,2022,17
Udupi,Amasebailu PS,2023,13
Udupi,Brahmavar PS,2016,86
Udupi,Brahmavar PS,2017,113
Udupi,Brahmavar PS,2018,111
Udupi,Brahmavar PS,2019,90
Udupi,Brahmavar PS,2020,102
Udupi,Brahmavar PS,2021,84
Udupi,Brahmavar PS,2022,98
Udupi,Brahmavar PS,2023,117
Udupi,Byndoor PS,2016,90
Udupi,Byndoor PS,2017,92
Udupi,Byndoor PS,2018,87
Udupi,Byndoor PS,2019,102
Udupi,Byndoor PS,2020,70
Udupi,Byndoor PS,2021,83
Udupi,Byndoor PS,2022,96
Udupi,Byndoor PS,2023,82
Udupi,Gangolli PS,2016,50
Udupi,Gangolli PS,2017,49
Udupi,Gangolli PS,2018,42
Udupi,Gangolli PS,2019,44
Udupi,Gangolli PS,2020,36
Udupi,Gangolli PS,2021,48
Udupi,Gangolli PS,2022,39
Udupi,Gangolli PS,2023,44
Udupi,Hebri PS,2016,34
Udupi,Hebri PS,2017,42
Udupi,Hebri PS,2018,48
Udupi,Hebri PS,2019,33
Udupi,Hebri PS,2020,38
Udupi,Hebri PS,2021,40
Udupi,Hebri PS,2022,37
Udupi,Hebri PS,2023,42
Udupi,Hiriadka PS,2016,36
Udupi,Hiriadka PS,2017,29
Udupi,Hiriadka PS,2018,44
Udupi,Hiriadka PS,2019,39
Udupi,Hiriadka PS,2020,28
Udupi,Hiriadka PS,2021,27
Udupi,Hiriadka PS,2022,35
